ID	X	"				Y"	"				C1"	"		C2"	"		C3"	Mínimo	Número de Iteración
51	2.2340544585216198	-1.1197766513076166	1.8856	2.3254	3.4813	1.8856	1
52	-0.6287225768029197	-1.627642014713413	1.1953	2.8527	1.8032	1.1953	1
53	0.13083050522004178	-0.9130060012233108	0.2284	1.8608	1.5511	0.2284	1
54	-2.178828426630906	2.3362295285700094	4.1506	3.4458	2.4915	2.4915	1
55	-0.1553562952065078	-0.4332594169940819	0.7273	1.6082	1.0288	0.7273	1
56	1.7762867662114104	0.7432301178147113	2.2102	0.8802	2.8557	0.8802	1
57	1.0060911105413168	0.9367699769700959	1.9959	0.1887	2.1734	0.1887	1
58	1.0389956000008131	-1.0871861346162626	0.6965	1.8753	2.3884	0.6965	1
59	-0.3155998269544856	0.8519237302884977	1.9233	1.2146	1.0013	1.0013	1
60	1.4035021466040183	1.1271150784139836	2.3265	0.6125	2.6132	0.6125	1
61	-0.6184895277264747	0.25608375613210216	1.5509	1.6044	0.4136	0.4136	1
62	0.969183971376453	0.6468059327033853	1.7107	0.1539	2.0481	0.1539	1
63	0.9552893688360101	0.7543217355281475	1.8069	0.0649	2.0643	0.0649	1
64	-0.5437536394271381	0.8863317760162578	2.0452	1.4445	0.887	0.887	1
65	-1.338465627973718	-1.4834526906877383	1.7765	3.1832	1.6497	1.6497	1
66	0.7201905945082425	2.48160830504162	3.4512	1.708	2.9185	1.708	1
67	-0.6434015676286104	1.064278974731186	2.2489	1.5659	1.0013	1.0013	1
68	-1.361511383264192	-1.3473752261198746	1.7629	3.1046	1.5217	1.5217	1
69	0.17080008959151932	-0.7992932688774004	0.2391	1.7408	1.508	0.2391	1
70	1.056849704880694	1.320027737506322	2.376	0.5605	2.3861	0.5605	1
71	-0.8813202191023655	0.40339521098214626	1.8341	1.8183	0.3001	0.3001	1
72	-2.1598702292727032	1.7033984326426694	3.6568	3.1925	1.9434	1.9434	1
73	-1.3872527918413455	0.23992051236802706	2.1109	2.3479	0.3883	0.3883	1
74	0.7521754389805628	-0.328537743505608	0.7372	1.1207	1.8254	0.7372	1
75	0.6415803902695673	-0.15591872491983194	0.8441	0.9728	1.6804	0.8441	1
76	0.20760501965708172	0.36457362781402847	1.3232	0.8063	1.2428	0.8063	1
77	2.1302626034870142	-0.057537974653136356	1.9861	1.4923	3.1497	1.4923	1
78	-0.06892140256966643	-0.4361085589061875	0.6671	1.5552	1.1034	0.6671	1
79	1.1759725903927696	0.6946969483922362	1.838	0.2926	2.2603	0.2926	1
80	0.6308758615306704	-0.3222933184053328	0.6855	1.1367	1.7066	0.6855	1
81	-0.686124561092724	1.5474618870658179	2.7065	1.7581	1.4509	1.4509	1
82	-1.0698706610144377	-1.523182152851348	1.5368	3.0308	1.6581	1.5368	1
83	1.2249424218496316	1.1604493091713692	2.2826	0.5002	2.4627	0.5002	1
84	0.2868393377736884	-1.067879753298201	0.1365	1.9486	1.7708	0.1365	1
85	-1.0834999482154013	-0.8557090112893142	1.4427	2.5704	0.9922	0.9922	1
86	-0.680191281941982	-0.33639774754339713	1.2045	1.9339	0.5766	0.5766	1
87	0.9117816680908184	2.978409240878347	3.9678	2.1957	3.4348	2.1957	1
88	0.5599351055213783	0.8236645689773325	1.7856	0.3395	1.7181	0.3395	1
89	-0.44125169720905666	0.07964723521298628	1.3025	1.5117	0.575	0.575	1
90	-1.3853456345037731	-0.2709183530745787	1.8693	2.5138	0.5497	0.5497	1
91	-1.475926551672019	-0.3077435630194955	1.9415	2.6115	0.6394	0.6394	1
92	-0.38820728167932705	-0.16793919880160613	1.0799	1.5986	0.6945	0.6945	1
93	0.6199089825662397	-1.6148890564866192	0.715	2.4136	2.3931	0.715	1
94	-0.10335955784404886	-1.6725814307260274	0.856	2.6513	2.0229	0.856	1
95	-1.0695607532243223	0.7963993578582115	2.2547	1.9666	0.6648	0.6648	1
96	0.7033113069093606	-0.6117900990562896	0.4849	1.4079	1.8719	0.4849	1
97	1.6634956440957844	0.06465691602754989	1.6551	1.0504	2.678	1.0504	1
98	-0.5025147515010749	0.4856221633643208	1.6731	1.4307	0.6204	0.6204	1
99	-1.055527507536536	-1.130125048093274	1.4231	2.7334	1.2648	1.2648	1
0	0.5632796607045595	0.18498984550603548	1.154	0.6846	1.5777	0.6846	2
1	0.8306637388750487	-0.010467834345815864	1.0529	0.796	1.85	0.796	2
2	-1.6413664873607228	-0.0021751484919688363	2.2111	2.6569	0.6423	0.6423	2
3	-0.5498554585206027	0.8731792441988455	2.0362	1.4497	0.8726	0.8726	2
4	1.5902243540023635	1.280685882091859	2.5496	0.8535	2.8452	0.8535	2
5	-1.0569388826430308	-1.2754395855762344	1.45	2.838	1.4101	1.4101	2
6	0.1308957965230113	-1.037159485934679	0.2414	1.9746	1.6375	0.2414	2
7	0.8271037423405699	-0.530007184483716	0.6313	1.3146	1.9568	0.6313	2
8	1.0874661303703623	0.6379319649850309	1.7485	0.2393	2.1607	0.2393	2
9	0.41185736640708087	-0.33968514562159957	0.6132	1.2228	1.5021	0.6132	2
10	-0.5101660059380589	-0.23279738832906344	1.1248	1.7354	0.6229	0.6229	2
11	-1.0905160692103133	-0.569533440359049	1.4959	2.4039	0.7077	0.7077	2
12	-0.4394308429110433	0.8036630065945789	1.926	1.3366	0.8821	0.8821	2
13	0.4128330754992054	0.7446343306862012	1.6959	0.4856	1.5517	0.4856	2
14	1.6283372849490976	0.4672829916933721	1.9048	0.7965	2.6629	0.7965	2
15	1.641032813539457	0.3684178152247116	1.8412	0.8516	2.665	0.8516	2
16	2.663458084918352	-0.05327756473673827	2.4756	1.9543	3.6819	1.9543	2
17	0.07316122206003078	0.534969384082549	1.512	0.8603	1.1584	0.8603	2
18	2.1800194249454408	0.29563677034693125	2.2088	1.3724	3.1977	1.3724	2
19	-1.403780842593843	-0.5785833636732626	1.7987	2.6733	0.8124	0.8124	2
20	-0.8855707139908169	1.148477261076886	2.4386	1.8197	1.0225	1.0225	2
21	1.693848987247019	0.9821634086462833	2.3503	0.8214	2.8372	0.8214	2
22	-0.2281417309003705	-1.2933565605981883	0.6775	2.3614	1.6292	0.6775	2
23	0.06529594645560528	0.27860364955249073	1.2629	0.9726	1.0886	0.9726	2
24	0.6920523499049244	0.801855660373601	1.7841	0.2058	1.8318	0.2058	2
25	0.6365570116992392	-0.401259018143695	0.6165	1.2123	1.7348	0.6165	2
26	-0.07560878377970404	0.5613220615892734	1.5721	0.9975	1.0308	0.9975	2
27	0.2959379475975419	0.869722791247732	1.821	0.6073	1.5021	0.6073	2
28	-0.7316626331636528	0.018187714301306182	1.4565	1.7992	0.3048	0.3048	2
29	-1.3884685414165416	-0.3370879044705928	1.8492	2.5451	0.602	0.602	2
30	0.2398977247904248	-0.9697783474547791	0.1178	1.8717	1.6702	0.1178	2
31	-0.11057317926559575	-1.8429461859993104	1.0073	2.8124	2.1734	1.0073	2
32	0.18641057019430182	-1.1837267778824705	0.2886	2.0909	1.7823	0.2886	2
33	0.25624379323983887	-0.11859329762831282	0.8377	1.1059	1.2948	0.8377	2
34	0.10692159406020439	0.864087262687424	1.8314	0.7942	1.3374	0.7942	2
35	-0.3476124205323233	-0.37841084339125547	0.9068	1.7022	0.8403	0.8403	2
36	1.5913893910417842	-0.46678216998291666	1.3265	1.4295	2.6734	1.3265	2
37	0.43648844152745414	-1.6163717000263547	0.6709	2.4429	2.273	0.6709	2
38	0.5884905182789016	0.07053426327026688	1.047	0.7762	1.6034	0.7762	2
39	-0.026692964361296423	1.6949276023302566	2.6728	1.2982	1.8468	1.2982	2
40	0.14927298992570967	1.2355775481800586	2.1957	0.8741	1.6018	0.8741	2
41	-1.2318729393083816	0.3417223712350418	2.0472	2.1741	0.3013	0.3013	2
42	-0.7361645634835953	-0.6278402532906956	1.1389	2.158	0.8108	0.8108	2
43	-0.6236849158509061	-1.551985964864343	1.1498	2.7863	1.7305	1.1498	2
44	-0.1535779960479588	1.6729791363435627	2.6724	1.377	1.763	1.377	2
45	1.6670571930446603	-1.205576697963088	1.3356	2.1323	2.9968	1.3356	2
46	-0.27712367030250795	-1.2885258481555812	0.7179	2.3809	1.6019	0.7179	2
47	-1.7161523060394954	1.3827628300873307	3.1205	2.6811	1.4328	1.4328	2
48	-1.5511819431057292	-0.6275007785088207	1.9344	2.8253	0.9321	0.9321	2
49	0.26201819614353256	0.11087297845910819	1.0654	0.9245	1.2759	0.9245	2
50	0.26147618232109765	0.5476002832084467	1.5009	0.6776	1.3405	0.6776	2
51	2.2340544585216198	-1.1197766513076166	1.8856	2.3254	3.4813	1.8856	2
52	-0.6287225768029197	-1.627642014713413	1.1953	2.8527	1.8032	1.1953	2
53	0.13083050522004178	-0.9130060012233108	0.2284	1.8608	1.5511	0.2284	2
54	-2.178828426630906	2.3362295285700094	4.1506	3.4458	2.4915	2.4915	2
55	-0.1553562952065078	-0.4332594169940819	0.7273	1.6082	1.0288	0.7273	2
56	1.7762867662114104	0.7432301178147113	2.2102	0.8802	2.8557	0.8802	2
57	1.0060911105413168	0.9367699769700959	1.9959	0.1887	2.1734	0.1887	2
58	1.0389956000008131	-1.0871861346162626	0.6965	1.8753	2.3884	0.6965	2
59	-0.3155998269544856	0.8519237302884977	1.9233	1.2146	1.0013	1.0013	2
60	1.4035021466040183	1.1271150784139836	2.3265	0.6125	2.6132	0.6125	2
61	-0.6184895277264747	0.25608375613210216	1.5509	1.6044	0.4136	0.4136	2
62	0.969183971376453	0.6468059327033853	1.7107	0.1539	2.0481	0.1539	2
63	0.9552893688360101	0.7543217355281475	1.8069	0.0649	2.0643	0.0649	2
64	-0.5437536394271381	0.8863317760162578	2.0452	1.4445	0.887	0.887	2
65	-1.338465627973718	-1.4834526906877383	1.7765	3.1832	1.6497	1.6497	2
66	0.7201905945082425	2.48160830504162	3.4512	1.708	2.9185	1.708	2
67	-0.6434015676286104	1.064278974731186	2.2489	1.5659	1.0013	1.0013	2
68	-1.361511383264192	-1.3473752261198746	1.7629	3.1046	1.5217	1.5217	2
69	0.17080008959151932	-0.7992932688774004	0.2391	1.7408	1.508	0.2391	2
70	1.056849704880694	1.320027737506322	2.376	0.5605	2.3861	0.5605	2
71	-0.8813202191023655	0.40339521098214626	1.8341	1.8183	0.3001	0.3001	2
72	-2.1598702292727032	1.7033984326426694	3.6568	3.1925	1.9434	1.9434	2
73	-1.3872527918413455	0.23992051236802706	2.1109	2.3479	0.3883	0.3883	2
74	0.7521754389805628	-0.328537743505608	0.7372	1.1207	1.8254	0.7372	2
75	0.6415803902695673	-0.15591872491983194	0.8441	0.9728	1.6804	0.8441	2
76	0.20760501965708172	0.36457362781402847	1.3232	0.8063	1.2428	0.8063	2
77	2.1302626034870142	-0.057537974653136356	1.9861	1.4923	3.1497	1.4923	2
78	-0.06892140256966643	-0.4361085589061875	0.6671	1.5552	1.1034	0.6671	2
79	1.1759725903927696	0.6946969483922362	1.838	0.2926	2.2603	0.2926	2
80	0.6308758615306704	-0.3222933184053328	0.6855	1.1367	1.7066	0.6855	2
81	-0.686124561092724	1.5474618870658179	2.7065	1.7581	1.4509	1.4509	2
82	-1.0698706610144377	-1.523182152851348	1.5368	3.0308	1.6581	1.5368	2
83	1.2249424218496316	1.1604493091713692	2.2826	0.5002	2.4627	0.5002	2
84	0.2868393377736884	-1.067879753298201	0.1365	1.9486	1.7708	0.1365	2
85	-1.0834999482154013	-0.8557090112893142	1.4427	2.5704	0.9922	0.9922	2
86	-0.680191281941982	-0.33639774754339713	1.2045	1.9339	0.5766	0.5766	2
87	0.9117816680908184	2.978409240878347	3.9678	2.1957	3.4348	2.1957	2
88	0.5599351055213783	0.8236645689773325	1.7856	0.3395	1.7181	0.3395	2
89	-0.44125169720905666	0.07964723521298628	1.3025	1.5117	0.575	0.575	2
90	-1.3853456345037731	-0.2709183530745787	1.8693	2.5138	0.5497	0.5497	2
91	-1.475926551672019	-0.3077435630194955	1.9415	2.6115	0.6394	0.6394	2
92	-0.38820728167932705	-0.16793919880160613	1.0799	1.5986	0.6945	0.6945	2
93	0.6199089825662397	-1.6148890564866192	0.715	2.4136	2.3931	0.715	2
94	-0.10335955784404886	-1.6725814307260274	0.856	2.6513	2.0229	0.856	2
95	-1.0695607532243223	0.7963993578582115	2.2547	1.9666	0.6648	0.6648	2
96	0.7033113069093606	-0.6117900990562896	0.4849	1.4079	1.8719	0.4849	2
97	1.6634956440957844	0.06465691602754989	1.6551	1.0504	2.678	1.0504	2
98	-0.5025147515010749	0.4856221633643208	1.6731	1.4307	0.6204	0.6204	2
99	-1.055527507536536	-1.130125048093274	1.4231	2.7334	1.2648	1.2648	2
0	0.5632796607045595	0.18498984550603548	1.154	0.6846	1.5777	0.6846	3
1	0.8306637388750487	-0.010467834345815864	1.0529	0.796	1.85	0.796	3
2	-1.6413664873607228	-0.0021751484919688363	2.2111	2.6569	0.6423	0.6423	3
3	-0.5498554585206027	0.8731792441988455	2.0362	1.4497	0.8726	0.8726	3
4	1.5902243540023635	1.280685882091859	2.5496	0.8535	2.8452	0.8535	3
5	-1.0569388826430308	-1.2754395855762344	1.45	2.838	1.4101	1.4101	3
6	0.1308957965230113	-1.037159485934679	0.2414	1.9746	1.6375	0.2414	3
7	0.8271037423405699	-0.530007184483716	0.6313	1.3146	1.9568	0.6313	3
8	1.0874661303703623	0.6379319649850309	1.7485	0.2393	2.1607	0.2393	3
9	0.41185736640708087	-0.33968514562159957	0.6132	1.2228	1.5021	0.6132	3
10	-0.5101660059380589	-0.23279738832906344	1.1248	1.7354	0.6229	0.6229	3
11	-1.0905160692103133	-0.569533440359049	1.4959	2.4039	0.7077	0.7077	3
12	-0.4394308429110433	0.8036630065945789	1.926	1.3366	0.8821	0.8821	3
13	0.4128330754992054	0.7446343306862012	1.6959	0.4856	1.5517	0.4856	3
14	1.6283372849490976	0.4672829916933721	1.9048	0.7965	2.6629	0.7965	3
15	1.641032813539457	0.3684178152247116	1.8412	0.8516	2.665	0.8516	3
16	2.663458084918352	-0.05327756473673827	2.4756	1.9543	3.6819	1.9543	3
17	0.07316122206003078	0.534969384082549	1.512	0.8603	1.1584	0.8603	3
18	2.1800194249454408	0.29563677034693125	2.2088	1.3724	3.1977	1.3724	3
19	-1.403780842593843	-0.5785833636732626	1.7987	2.6733	0.8124	0.8124	3
20	-0.8855707139908169	1.148477261076886	2.4386	1.8197	1.0225	1.0225	3
21	1.693848987247019	0.9821634086462833	2.3503	0.8214	2.8372	0.8214	3
22	-0.2281417309003705	-1.2933565605981883	0.6775	2.3614	1.6292	0.6775	3
23	0.06529594645560528	0.27860364955249073	1.2629	0.9726	1.0886	0.9726	3
24	0.6920523499049244	0.801855660373601	1.7841	0.2058	1.8318	0.2058	3
25	0.6365570116992392	-0.401259018143695	0.6165	1.2123	1.7348	0.6165	3
26	-0.07560878377970404	0.5613220615892734	1.5721	0.9975	1.0308	0.9975	3
27	0.2959379475975419	0.869722791247732	1.821	0.6073	1.5021	0.6073	3
28	-0.7316626331636528	0.018187714301306182	1.4565	1.7992	0.3048	0.3048	3
